objectid,sector,time,location,source,cars,trucks,motorcycle,bicycle,publictransport,pedestrian,other,placename,photo,video,photo_link,video_link,day_night,raion,comuna,localitate,year,month,hour,weekday,day_part,location_trasee,street,tipul,cauza,decedati,traumati
1329,Rîşcani,2/2/2019 3:20,Strada Tudor Vladimirescu,Telegraph Moldova; Facebook,2,0,0,0,0,0,0,Chișinău,https://telegraph.md/wp-content/uploads/2019/01/r345-2-1036x518.png,https://www.facebook.com/politiacapitalei.md/videos/363887720861251/,https://telegraph.md/wp-content/uploads/2019/01/r345-2-1036x518.png,https://www.facebook.com/politiacapitalei.md/videos/363887720861251/,0,,,,0,,0,0,,,,3.2,"Stare de ebrietate alcoolică, adormire la volan",0,0
1330,Alte,12/8/2017 7:00,"Traseul R1, Chişinău - Ungheni",publika.md,0,1,0,0,0,0,0,Ungheni,https://media.publika.md/md/image/201712/w720/ac3_76221400.jpg,Lipseşte,https://www.publika.md/ziua-accidentelor-un-tir-s-a-rasturnat-pe-traseul-chisinau-ungheni-foto_2989152_foto_5028090.html#gallery,,0,Ungheni,Corneşti,,2017,12,7,4,dimineata,Chişinău - Ungheni - frontiera cu România,,,,0,0
1331,Rîşcani,9/15/2017 22:00,Şoseara Balcani - Strada Petricani,point.md,1,0,0,0,0,1,0,Chişinău,Lipseşte,https://i.simpalsmedia.com/video/480p/a14efd1d-0e89-4f20-8cf9-de3e4ed1939b.mp4,,https://point.md/ro/noutati/incidente/accident-fatal-pe-soseaua-balcani-un-barbat-a-fost-lovit-mortal-de-un-microbuz,1,Chişinău,Ghidighici,,2017,9,22,4,noapte,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Strada Petricani,,,0,0
1332,Rîşcani,11/14/2017 5:45,Şoseaua Balcani - Strada Petricani,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Ghidighici,,2017,11,5,1,dimineata,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Strada Petricani,,,0,0
1333,Rîşcani,12/26/2017 14:00,Şoseaua Balcani - Strada Mirceşti,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Ghidighici,,2017,12,14,1,ziua,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,,,0,0
1334,Rîşcani,5/15/2018 16:15,Şoseaua Balcani - Strada Petricani,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/32652402_1761331190579500_6573522024340127744_n.jpg?_nc_cat=0&oh=04f020dbf69d5f6c15865f44ced41ccf&oe=5B77DEA8,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1637118443008770/,,1,Chişinău,Ghidighici,,2018,5,16,1,amurg,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Strada Petricani,,,0,0
1335,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
1336,Rîşcani,6/12/2018 2:50,Traseul M 2 km 12, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Ghidighici,,2018,12,0,5,noapte,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,Ciocnire laterala,"Neasigurarea la schimbarea benzii sau directiei de mers, viraj incorect",0,4
1337,Rîşcani,1/13/2018 15:15,Intersectia str. Petricani - Sos. Balcani, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,1
1338,Rîşcani,11/27/2017 5:45,Şoseaua Balcani - Strada Calea Ghidighiciului,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,11,5,0,dimineata,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,,,0,0
1339,Rîşcani,10/31/2017 22:00,"Şoseaua Balcani, Trosonul: Strada Petricani - Strada Calea Ghidighiciului",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,10,22,1,noapte,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,,,0,0
1340,Rîşcani,2/14/2018 13:00,Şoseaua Balcani - Strada Calea Ghidighiciului,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/27797772_1065037323636785_3848609954434954210_o.jpg?oh=629ea5ca9a8e87d9deb2a924afcac902&oe=5B25415B,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1547223861998229/,,0,Chişinău,Chişinău,Chişinău,2018,2,13,2,ziua,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,,,0,0
1341,Alte,12/11/2017 5:00,"În apropiere de Satul Ţiganca, Cantemir",today.md,2,0,0,0,0,0,0,Ţiganca,http://today.md/images/cache/840x402/crop/images%7Ccms-image-000016877.png,Lipseşte,http://today.md/ro/news/social/16382/FOTO--Grav-accident-la-Cantemir--Un-t%C3%A2n%C4%83r-de-24-de-ani-a-murit-A-intrat-cu-un-Audi-%C3%AEntr-un-microbuz.htm,,1,Cantemir,Stoianovca,Ţiganca,2017,12,5,0,dimineata,Hînceşti - Leova - Cahul - Giurgiulești,,,,0,0
1342,Rîşcani,4/10/2018 16:15,Strada Petricani,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/30531165_872161699659232_89036772285087744_o.jpg?_nc_cat=0&_nc_eui2=v1%3AAeFbggkFu0Hhug4zwSzqKrgene94Vm23r2wbpc0Zgf6I58jipD0L7-e_UzGWIMk4Sbeu4JkBnDTy9v1qg5QrXiQOtbcD9TNfQJyTWeIG3bYAKQ&oh=4da431a6fdd1544dbe6e5d8008926a1c&oe=5B6F4A35,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1604172676303347/,,1,Chişinău,Chişinău,Chişinău,2018,4,16,1,ziua,,Strada Petricani,,,0,0
1343,Rîşcani,9/27/2019 10:33,Albisoara,martor ocular,2,0,0,0,0,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,3.5,,0,0
1344,Alte,12/8/2017 17:00,"Traseul R8, Otaci - Edineţ",unimedia.info.md,2,0,0,0,0,0,0,Donduşeni,Lipseşte,Lipseşte,,,1,Donduşeni,Rediul Mare,,2017,12,17,4,ziua,Edineţ - Otaci - frontiera cu Ucraina,,,,0,0
1345,Rîşcani,9/17/2017 9:00,Strada Albişoara - Bulevardul Iurii Gagarin,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/21557657_1570686592954491_6351204495401134179_n.jpg?oh=4d29fd7a6849297a7b3dc14cdd8d548f&oe=5A63B151,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1407550685965548/,,0,Chişinău,Chişinău,Chişinău,2017,9,9,6,dimineata,,Strada Albișoara,,,0,0
1346,Rîşcani,11/27/2017 12:30,"Strada Albişoara, vizavi de Pegas",Royal Map,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,12,0,ziua,,Strada Albișoara,,,0,0
1347,Alte,12/10/2017 8:00,"Traseul R17, în apropiere de Satul Făgădău, Făleşti",protv.md,1,0,0,0,0,0,0,Făleşti,http://image.protv.md/articles/2017/12/10/2096371/img_2678771_thumbs_700x394_4758931.jpg,Lipseşte,http://protv.md/stiri/actualitate/accident-cumplit-langa-nisporeni-un-autocat-a-derapat-pe-sosea---2096371.html,,0,Făleşti,Ciolacu Nou,,2017,12,8,6,ziua,Făleşti - Pîrliţa,,,,0,0
1348,Alte,12/10/2017 13:00,"Traseul E583 în apropiere de Satul Saca, Străşeni",protv.md,2,0,0,0,0,0,0,Străşeni,http://image.protv.md/articles/2017/12/10/2096381/img_2678781_thumbs_700x394_4758921.jpg,Lipseşte,http://protv.md/stiri/actualitate/grav-accident-pe-soseaua-chisinau-balti-doua-masini-s-au-ciocnit---2096381.html,,1,Străşeni,Rădeni,,2017,12,13,6,ziua,Frontiera cu Ucraina - Criva - Bălți - Chișinău - Tiraspol - frontiera cu Ucraina,,,,0,0
1349,Alte,12/10/2017 14:00,"Traseul M21, Chişinău - Dubăsari",publika.md,4,0,0,0,0,0,0,Criuleni,https://media.publika.md/ru/image/201712/w720/fgfgf_17312500.jpg,Lipseşte,https://ru.publika.md/na-trasse-kishinev-dubyesar-oprokinulsya-mikroavtobus-foto-_2142894_foto_3347593.html#gallery,,1,Criuleni,Zăicana,,2017,12,14,6,ziua,,,,,0,0
1350,Alte,12/10/2017 14:00,"Traseul R1, Călăraşi - Chişinău",protv.md,1,0,0,0,0,0,0,Călăraşi,http://image.protv.md/articles/2017/12/11/2096841/img_2679121_thumbs_700x394_4759481.jpg,https://www.youtube.com/watch?v=Op1iXVw2K2I&feature=youtu.be&t=7,http://protv.md/stiri/actualitate/un-automobil-a-ajuns-intr-un-sant-dupa-ce-a-derapat-de-pe-sosea---2096841.html,http://protv.md/stiri/actualitate/un-automobil-a-ajuns-intr-un-sant-dupa-ce-a-derapat-de-pe-sosea---2096841.html,1,Călăraşi,Pituşca,,2017,12,14,6,ziua,Chişinău - Ungheni - frontiera cu România,,,,0,0
1351,Buiucani,11/15/2017 15:30,Strada Calea Ieşilor - Şoseaua Balcani,Royal Map,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,15,2,ziua,Chişinău - Ungheni - frontiera cu România,,,,0,0
1352,Alte,12/9/2017 5:30,"Traseul E581, în apropiere de Comuna Stejăreni, Străşeni",crimemoldova.com,1,1,0,0,0,0,0,Străşeni,https://crimemoldova.com/upload/medialibrary/f2a/f2a04eeb78e6b4120ca85c0082707ce4.jpg,Lipseşte,https://crimemoldova.com/news/social/accident-fatal-pe-traseul-chi-in-u-leu-eni-un-automobil-s-a-rupt-n-dou/,,1,Străşeni,Căpriana,,2017,12,5,5,dimineata,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,,,,0,0
1353,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
1354,Rîşcani,7/6/2018 15:15,"str. D. Cantemir, 5", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,7,0,0,,,,Caderea pasagerului in vehicul,"Oprire,stationare incorecta",0,1
1355,Rîşcani,1/9/2018 9:30,"Bulevardul Dimitrie Cantemir, vizavi de Autoservice Volvo",fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/26170003_2032107280393065_7356914141809441391_n.jpg?oh=f97877420d2197b15a21fbcb0453bde6&oe=5AFDE458,Lipseşte,https://www.facebook.com/chisinaupietoni/photos/a.1985590511711409.1073741829.1451911798412619/2032107280393065/?type=3&ifg=1,,0,Chişinău,Chişinău,Chişinău,2018,1,9,1,dimineata,,Bulevardul Dimitrie Cantemir,,,0,0
1356,Rîşcani,6/13/2019 11:56, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,12,0,0,,,,,,0,0
1357,Rîşcani,2/14/2018 1:45,Strada Albişoara 8,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,1,2,noapte,,Strada Albișoara,,,0,0
1358,Rîşcani,10/11/2017 13:30,Strada Albişoara 8,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/22448383_1457692120974728_7883102138843461224_n.jpg?oh=9bbe7c7b601f8fd7aea48c81aacf1dd9&oe=5AA74862,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1427554170631866/,,0,Chişinău,Chişinău,Chişinău,2017,10,13,2,ziua,,Strada Albișoara,,,0,0
1359,Rîşcani,1/9/2018 11:00,Bulevardul Dimitrie Cantemir - Strada Albişoara,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,11,1,ziua,,Bulevardul Dimitrie Cantemir,,,0,0
1360,Rîşcani,4/26/2018 14:30,Bulevardul Dimitrie Cantermir,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2018,4,14,3,ziua,,Bulevardul Dimitrie Cantemir,,,0,0
1361,Rîşcani,10/30/2017 15:00,Strada Albişoara 4,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,10,15,0,ziua,,Strada Albișoara,,,0,0
1362,Rîşcani,11/15/2017 6:00,Strada Albişoara vizavi de sala de forţă şi fitnes Energy,Royal Map,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,6,2,dimineata,,Strada Albișoara,,,0,0
1363,Rîşcani,11/23/2017 12:15,Strada Albişoara vizavi de Centrul Comercial Atrium,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,12,3,ziua,,Strada Albișoara,,,0,0
1364, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,4,0,0,,,,,,0,0
1365,Rîşcani,12/12/2017 12:45,Strada Albişoara vizavi de Centrul Comercial Atrium,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,12,1,ziua,,Strada Albișoara,,,0,0
1366,Rîşcani,12/15/2017 11:00,Strada Albişoara vizavi de sala de forţă şi fitnes Energy,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25158186_748263978707323_6081915904438323509_n.jpg?oh=137984a88fd31038ac9043df817e71fa&oe=5ABDB2E4,https://www.facebook.com/SivunicAlexei/videos/748263962040658/,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1489288651125084/,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1489288651125084/,1,Chişinău,Chişinău,Chişinău,2017,12,11,4,ziua,,Strada Albișoara,,,0,0
1367,Rîşcani,2/21/2018 14:45,Strada Albişoara,unimedia.info.md,2,0,0,0,0,0,0,Chişinău,Lipseşte,https://youtu.be/CYDmA0H-tOA,,http://unimedia.info/stiri/video-cine-se-face-vinovat-accident-o-ambulanta-s-a-tamponat-cu-un-echipaj-de-politie-ambele-vehicule-aveau-girofarul-si-sirena-incluse-148508.html,1,Chişinău,Chişinău,Chişinău,2018,2,14,2,ziua,,Strada Albișoara,,,0,0
1368,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,8,0,0,,,,,,0,0
1369,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
1370,Rîşcani,11/27/2017 13:15,"Strada Kiev, vizavi de Judecătoria Rîşcani",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,13,0,ziua,,Strada Kiev,,,0,0
1371,Rîşcani,9/1/2017 10:00,Strada Kiev 3,tv8.md,2,0,0,0,0,0,0,Chişinău,http://tv8.md/wp-content/uploads/2017/06/%D0%A0%D0%B8%D1%81%D1%83%D0%BD%D0%BE%D0%BA1-32.jpg,Lipseşte,http://tv8.md/2017/09/01/infotrafic-accident-in-sectorul-riscani-al-capitalei-pe-str-kiev-se-circula-cu-dificultate/,,0,Chişinău,Chişinău,Chişinău,2017,9,10,4,dimineata,,Strada Kiev,,,0,0
1372,Rîşcani,10/13/2017 20:00,Strada Kiev 3,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/22426503_1488453274564774_5442457268403813244_o.jpg?oh=6e5851c839068ac433d318f3e0ce6c34&oe=5A674027,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1429591653761451/,,1,Chişinău,Chişinău,Chişinău,2017,10,20,4,noapte,,Strada Kiev,,,0,0
1373,Rîşcani,12/27/2017 17:15,Strada Kiev 3,Royal Map,1,0,0,0,1,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,17,2,ziua,,Strada Kiev,,,0,0
1374,Rîşcani,1/11/2018 9:00,"Strada Kiev, vizavi de Judecătoria Rîşcani",fb: GBM,2,0,0,0,0,0,0,Chişinău,Lipseşte,https://www.facebook.com/dumitru.baciu.1/videos/1587542664667227/,https://www.facebook.com/dumitru.baciu.1/videos/1587542664667227/,,0,Chişinău,Chişinău,Chişinău,2018,1,9,3,dimineata,,Strada Kiev,,,0,0
1375,Alte,12/12/2017 16:15,Traseul E581 în apropiere de Satul Dumbrava,waze.com,2,0,0,0,0,0,0,Dumbrava,Lipseşte,Lipseşte,,,0,Chişinău,Durleşti,,2017,12,16,1,ziua,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,,,,0,0
1376,Rîşcani,3/31/2018 10:15,Strada Kiev,fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/19055559_1086373174835898_8865121160168746176_o.jpg?_nc_cat=0&oh=6fb39f9cf19f20cbec8cebc287a1902b&oe=5B729EBA,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1595880720465876/,,0,Chişinău,Chişinău,Chişinău,2018,3,10,5,ziua,,Strada Kiev,,,0,0
1377,Rîşcani,12/14/2017 11:45,Strada Nicolai Dimo 11/1,fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25158221_2019370764961135_6245555548436878355_n.jpg?oh=74e15b5874abea6a56e8a87eef2334d3&oe=5ACE055A,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1488428994544383/,,1,Chişinău,Chişinău,Chişinău,2017,12,11,3,ziua,,Strada Nicolai Dimo,,,0,0
1378,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,9,0,0,,,,,,0,0
1379,Rîşcani,12/20/2017 7:30,"Bulevardul Renaşterii Naţionale, vizavi de Staţia de alimentare Bemol",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,7,2,dimineata,Chișinău - Orhei - Bălți,Bulevardul Renașterii Naționale,,,0,0
1380,Alte,12/12/2017 17:00,"Traseul la eşirea din localitatea Ciufleşti, Căuşeni",deschide.md,0,2,0,0,0,0,0,Căuşeni,https://deschide.md/images/cache/758x426/crop/images%7Ccms-image-000033786.jpg,Lipseşte,https://deschide.md/ro/stiri/social/22975/Dou%C4%83-camioane-s-au-ciocnit-violent-la-C%C4%83u%C8%99eni-Salvatorii-au-descarcerat-un-%C8%99ofer.htm,,1,Căuşeni,Ciufleşti,,2017,12,17,1,ziua,G122 - Zloți - Chircăieștii Noi - Taraclia - R26,,,,0,0
1381,Rîşcani,2/21/2018 21:00,"Bulevardul Renaşterii Naţionale, Bemol",fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/28059023_796796137195840_82366341885786052_n.jpg?oh=0ef04da375de22525ee9c2c98be6b6fe&oe=5B074175,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1553490358038246/,,1,Chişinău,Chişinău,Chişinău,2018,2,21,2,noapte,Chișinău - Orhei - Bălți,Bulevardul Renașterii Naționale,,,0,0
1382,Buiucani,2/19/2018 22:00,Strada Calea Ieşilor - Şoseaua Balcani,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,2,22,0,noapte,Chişinău - Ungheni - frontiera cu România,,,,0,0
1383,Buiucani,10/10/2017 10:15,Şoseaua Balcani - Strada Pietrăriei,INP Info Trafic,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,10,10,1,ziua,Frontiera cu România - Leuşeni - Chişinău - Dubăsari - frontiera cu Ucraina,Șoseaua Balcani,,,0,0
1384,Rîşcani,4/21/2018 11:00,"Bulevardul Renaşterii Naţionale, vizavi de Staţia de alimentare Bemol",zugo.md,3,0,0,0,2,0,0,Chişinău,https://zugo.md/ZugoResurseProject/images/articles/1524316237981.png,https://www.facebook.com/nikolay.kostyrkin/videos/1186930921449510/,https://zugo.md/article/foto--video---trafic-restrictionat-in-sectorul-rascani--un-accident-rutier-produs-in-zona-circului-a-blocat-bulevardul-renasterii_26005.htm,https://sputnik.md/incidente/20180421/18715089/politia-accident-circ-chisinau-video-victime.html,0,Chişinău,Chişinău,Chişinău,2018,4,11,5,ziua,Chișinău - Orhei - Bălți,Bulevardul Renașterii Naționale,,,0,0
1385,Rîşcani,11/29/2017 16:00,Strada Kiev,point.md,0,0,0,0,2,0,0,Chişinău,https://i.simpalsmedia.com/point.md/news/thumbnails/large/1c4e05b941110a86b134b31c3adc2b90.jpg,Lipseşte,https://point.md/ro/noutati/incidente/nervi-si-ambuteiaje-in-sectorul-rascani-din-cauza-unui-accident-intre-un-autobuz-si-un-troleibuz,,0,Chişinău,Chişinău,Chişinău,2017,11,16,2,ziua,,Strada Kiev,,,0,0
1386,Rîşcani,12/19/2017 7:15,Strada Tudor Vladimirescu - Strada Nicolai Dimo,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,7,1,dimineata,,Strada Tudor Vladimirescu,,,0,0
1387,Rîşcani,1/15/2018 18:55,Intersectia str. T. Vladimirescu - Dimo (Chisinau),fb: GBM,1,0,1,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/26731386_10208517961825094_7695628465430743244_n.jpg?oh=c11fb5eb832249882fb54c9b7e449024&oe=5AF81AD6,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1518491651538117/,,0,Chişinău,Chişinău,Chişinău,2018,1,16,0,amurg,,Strada Tudor Vladimirescu,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,1
1388,Rîşcani,11/28/2017 15:30,"Bulevardul Renaşterii, Sensul Giratoriu",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,15,1,ziua,,,,,0,0
1389,Rîşcani,9/13/2017 15:45,"Bulevardul Renaşterii Naţionale, Sensul Giratoriu",fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/21751443_1567486143274536_8602434309640640857_n.jpg?oh=39d60719cc39e6853e85448f30d9f5b8&oe=5A691671,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1404573039596646/,,0,Chişinău,Chişinău,Chişinău,2017,9,15,2,ziua,,,,,0,0
1390,Rîşcani,10/10/2017 14:00,Strada Tudor Vladimirescu în Apropiere de Sensul Giratoriu,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/22310482_1591180544238429_1539225687071357496_n.jpg?oh=ca1e5415b832a9327360389c809e9f67&oe=5A9D56E2,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1426696914050925/,,0,Chişinău,Chişinău,Chişinău,2017,10,14,1,ziua,,Strada Tudor Vladimirescu,,,0,0
1391,Rîşcani,11/14/2017 7:00,Strada Tudor Vladimirescu în apropiere de Strada Kiev,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,11,7,1,dimineata,,Strada Tudor Vladimirescu,,,0,0
1392,Rîşcani,12/4/2017 15:15,Strada Tudor Vladimirescu în apropiere de Strada Kiev,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2017,12,15,0,ziua,,Strada Tudor Vladimirescu,,,0,0
1393,Rîşcani,12/23/2017 12:45,Strada Tudor Vladimirescu - Strada Kiev,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/25594352_1515101845234932_6150931421401008686_n.jpg?oh=8f17951523926c2051a857f0faf13736&oe=5AB48A02,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1496402697080346/,,0,Chişinău,Chişinău,Chişinău,2017,12,12,5,ziua,,Strada Tudor Vladimirescu,,,0,0
1394,Rîşcani,12/28/2017 18:00,Strada Tudor Vladimirescu - Strada Kiev,Royal Map,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,1,Chişinău,Chişinău,Chişinău,2017,12,18,3,ziua,,Strada Tudor Vladimirescu,,,0,0
1395, ,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,4,0,0,,,,,,0,0
1396,Buiucani,5/15/2018 4:30,Strada Derghei Lazo - Strada Anatol Corobceanu,fb: GBM,1,0,0,0,1,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/32587461_1718526101563508_13373424353148928_o.jpg?_nc_cat=0&oh=ac7d6518cb1ff50e3d8bcde7ae4f3b02&oe=5B503DB6,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1636704696383478/,,0,Chişinău,Chişinău,Chişinău,2018,5,4,1,noapte,Chişinău - Ungheni - frontiera cu România,Bulevardul Ștefan cel Mare și Sfînt,,,0,0
1397,Rîşcani,2/9/2018 7:00,Bulevardul Renaşterii Naţionale - Strada Kiev,fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t31.0-8/27908187_618189521855773_3207016037801297409_o.jpg?oh=3c4c4ea2f1a15a2f4e6aad63501f2373&oe=5B21D79F,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1542138145840134/,,0,Chişinău,Chişinău,Chişinău,2018,2,7,4,dimineata,,,,,0,0
1398,Rîşcani,3/3/2018 10:00,Strada Tudor Vladimirescu - Strada Kiev,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,3,10,5,ziua,,Strada Tudor Vladimirescu,,,0,0
1399,Rîşcani,3/20/2018 21:30,"Bulevardul Renaşterii, Sensul Giratoriu",fb: GBM,2,0,0,0,0,0,0,Chişinău,https://scontent-otp1-1.xx.fbcdn.net/v/t1.0-9/29433222_2069117693358690_3227650884808736768_o.jpg?_nc_cat=0&oh=bb91e280b93fd42f94d57448cc2d22bb&oe=5B305699,Lipseşte,https://www.facebook.com/groups/voditelipomogaiutpesehodam/permalink/1583216788398936/,,1,Chişinău,Chişinău,Chişinău,2018,3,21,1,noapte,,,,,0,0
