objectid,sector,time,location,source,cars,trucks,motorcycle,bicycle,publictransport,pedestrian,other,placename,photo,video,photo_link,video_link,day_night,raion,comuna,localitate,year,month,hour,weekday,day_part,location_trasee,street,tipul,cauza,decedati,traumati
5998,Centru,6/11/2019 13:41, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,12,0,0,,,,,,0,0
5999, ,6/3/2019 11:58, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6000, ,6/3/2019 11:58, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6001, ,6/3/2019 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6002, ,6/3/2019 12:02, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6003, ,6/3/2019 12:02, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6004, ,6/3/2019 12:04, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6005, ,6/3/2019 12:12, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6006, ,6/3/2019 12:12, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6007, ,6/3/2019 12:13, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6008, ,6/3/2019 12:15, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6009, ,6/3/2019 12:15, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6010, ,6/3/2019 12:16, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6011, ,6/3/2019 12:19, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6012, ,1/3/2018 18:00,"str. D. Cantemir, s. Bacioi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponarea pietonilor angajaţi în traversare neregulamentară sau staţionaţi pe partea carosabilă a drumului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
6013,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6014,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,9,0,0,,,,,,0,0
6015, ,1/1/2018 11:30,"s. Speia, r. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Stare de ebrietate alcoolică, adormire la volan",0,0
6016, ,6/3/2019 12:25, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6017,Centru,1/26/2018 10:30,Strada Calea Basarabiei 8,waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,1,10,4,dimineata,,Strada Calea Basarabiei,,,0,0
6018,Rîşcani,6/8/2018 17:05,str. Calea Mosilor 17/1, ,0,0,0,0,0,0,0, , , ,,,0,Chişinău,Chişinău,Chişinău,2018,12,0,5,noapte,,Strada Calea Moșilor,Ciocnire fata in spate,Nerespectarea distantei dintre vehicule,0,1
6019,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,,,0,0
6020, ,1/4/2018 17:10,"str. Calea Iesilor,  91", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponarea pietonilor angajaţi în traversare neregulamentară sau staţionaţi pe partea carosabilă a drumului,Neacordarea priorităţii altor autovehicule,0,1
6021, ,1/10/2018 18:08,"str. Calea Iesilor 30, Chisinau", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,2
6022, ,1/6/2018 7:00,"str. Viilor 1, or. Durlesti (Chisinau)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Căderea pasagerului din vehicul,"Oprirea, staţionarea incorectă",0,1
6023, ,1/13/2018 18:35,str. Calea Iesilor 85, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponarea pietonilor angajaţi în traversare neregulamentară sau staţionaţi pe partea carosabilă a drumului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",1,0
6024,Alte,1/25/2018 21:00,"str. T. Vladimirescu, 30, mun. Chisinau",Unitatea de Garda,1,0,0,0,0,0,0,Durleşti,Lipseşte,https://youtu.be/epgra4IzswA,,https://www.youtube.com/watch?v=epgra4IzswA,1,Chişinău,Durleşti,Durleşti,2018,1,21,3,noapte,,Strada Tudor Vladimirescu,Tamponare cu obstacol din afara carosabilului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
6025, ,1/28/2018 19:00,"str. T.Vladimirescu, 57, or. Durlesti,mun. Chisinau", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,1
6026,Rîşcani,8/22/2019 6:02,Titu Maiorescu x Albisoara,Waze.com,2,0,0,0,0,0,0,Chisinau, , ,,,0,,,,0,,0,0,,,,,,0,0
6027,Centru,6/11/2019 13:36, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,12,0,0,,,,,,0,0
6028,Rîşcani,12/25/2018 12:00, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,7,0,0,,,,,,0,0
6029, ,1/13/2018 18:10,Intersectia str. Doina - Sos. Balcani, ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,1
6030,Centru,6/6/2019 9:46, , ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,11,0,0,,,,,,0,0
6031, ,1/7/2018 13:50,"s. Bulboaca, r. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,10,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6032, ,1/7/2018 5:30,"Tr. R2 - Bulboaca - Delacau, km 3+500m",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033, ,1/13/2018 10:43,"str. Concilierii nationali, or. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Alte accidente cu participarea unui vehicul,Alte abateri comise de conducătorii auto,0,0
6034, ,1/15/2018 8:25,"Tr. Chisinau-Tiraspol, km 28+100m (Anenii Noi)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire frontală (circulînd din sensuri opuse),"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",5,2
6035, ,1/18/2018 9:40,"Tr. Anenii-Noi-Cauşeni-ştefan Voda-frontiera cu Ucraina, km 17+500m (Anenii Noi)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Alte accidente cu participarea unui vehicul,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
6036, ,1/18/2018 1:30,"str. Concilierii nationali, or. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Stare de ebrietate alcoolică, adormire la volan",0,0
6037, ,1/24/2018 17:50,"Tr. R2 - Bulboaca - Delacau, km 17(Anenii Noi)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire frontală (circulînd din sensuri opuse),"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
6038, ,1/19/2018 8:10,"s. Mereni, r. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
6039, ,1/25/2018 14:23,"str. Chisinaului, 12, or. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Nerespectarea distanţei dintre vehicule,0,0
6040, ,1/23/2018 14:00,"str. Chisinaului, r. Anenii Noi", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
6041, ,1/5/2018 13:00,"Tr. M2 Balti-Sarateni, km 0+157m (or. Balti)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6042, ,1/5/2018 18:20,"str. Stefan cel Mare, or. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6043, ,1/8/2018 13:30,"str. A. Puskin, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,0
6044, ,1/4/2018 18:30,"str. Bulgara, 33, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6045, ,1/4/2018 17:10,"str. Stefan cel Mare 73, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6046, ,1/2/2018 14:09,"str. Mihai Viteazul, or. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6047, ,1/12/2018 11:30,"str. Decebal 126, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6048, ,1/12/2018 18:20,"str. Alexandru cel Bun 5/1, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6049,Rîşcani,3/23/2018 10:00,"Strada Albişoara, în apropiere de Strada Petru Rareş",waze.com,2,0,0,0,0,0,0,Chişinău,Lipseşte,Lipseşte,,,0,Chişinău,Chişinău,Chişinău,2018,3,10,4,ziua,,Strada Albișoara,,,0,0
6050, ,1/12/2018 19:40,"str. Calea Iesilor 47, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6051, ,1/11/2018 8:02,"str. Nicolae Iorga, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6052, ,1/8/2018 20:50,"str. A. Puskin 78, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Nerespectarea distanţei dintre vehicule,0,0
6053, ,1/12/2018 20:30,"str. 31 august, 60, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol de pe partea carosabilă,Conducere imprudentă,0,0
6054, ,1/14/2018 18:02,"str. Stefan cel Mare 6/1, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6055, ,1/14/2018 14:36,"str. Stefan cel Mare 2/7, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6056, ,1/14/2018 18:41,"str. Stefan cel Mare 14, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6057, ,1/14/2018 16:27,"str. Calea Iesilor, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6058, ,1/16/2018 14:20,"str. Kiev 155, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6059, ,1/18/2018 12:31,"str. Stefan cel Mare, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6060, ,1/18/2018 17:01,"Tr. Balti-Glodeni, km 6+100m (Balti)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6061, ,1/18/2018 18:02,"str. Mihai Viteazul, or. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol de pe partea carosabilă,Conducere imprudentă,0,0
6062, ,1/17/2018 15:20,"str. Feroviarelor 24, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6063, ,1/17/2018 17:45,"str. Decebal, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,0
6064, ,1/17/2018 18:30,"str. Dostoevskii, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6065, ,1/17/2018 22:00,"str. A. Puskin, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6066, ,1/17/2018 22:45,"str. Decebal 13, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire tangenţială (din cauza nepăstrării distanţei laterale),Nerespectarea distanţei dintre vehicule,0,0
6067, ,1/18/2018 8:50,"str. Kiev 103/A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,Conducere imprudentă,0,0
6068, ,1/18/2018 9:00,"str. Decebal 136/A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol ca urmare a derapajului,Conducere imprudentă,0,0
6069, ,1/21/2018 10:00,"str. Cara ciobanu, 150, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,0
6070, ,1/21/2018 17:45,"str. 31 august, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6071, ,1/20/2018 12:30,"str. 1 Mai, 5, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6072, ,1/19/2018 6:28,"str. Stefan cel Mare 111, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponarea pietonilor care circulau pe partea dreaptă a drumului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",1,0
6073, ,1/23/2018 1:44,"str. Kiev, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,Conducere imprudentă,0,0
6074, ,1/24/2018 9:00,"str. Larisa, 18, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6075, ,1/25/2018 16:00,"str. Decebal, 130, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6076, ,1/26/2018 10:18,"str. Decebal 5/A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6077, ,1/26/2018 15:29,"str. Stefan cel Mare, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6078, ,1/26/2018 16:46,"str. Nicolae Iorga, 20/A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6079, ,1/26/2018 10:24,"Tr. M2 Balti-Sarateni, km 6+100m (Balti) ", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6080, ,1/29/2018 10:50,"str. Stefan cel Mare 178, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6081, ,1/29/2018 11:15,"str. C. Brincusi, 44, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6082, ,1/30/2018 14:01,"str. Stefan cel Mare, 2, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire tangenţială (din cauza nepăstrării distanţei laterale),"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6083, ,1/28/2018 9:45,"Intersectia str. Aerodromului - str. Sorocii, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084, ,1/24/2018 9:50,"str. Decebal, 140, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6085, ,1/25/2018 8:50,"str. Stefan cel Mare, 3A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire tangenţială (din cauza nepăstrării distanţei laterale),Conducere imprudentă,0,0
6086, ,1/30/2018 23:30,"Tr. Balti-Sarateni, km 1+600m (mun. Balti)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6087, ,1/28/2018 14:10,"str. Bulgara, 78, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6088, ,1/31/2018 9:01,"str. Stefan cel Mare, 48, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6089, ,1/30/2018 7:10,"Intersectia str. Decebal - Burebista, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Nerespectarea distanţei dintre vehicule,0,0
6090, ,1/30/2018 8:00,"str. Kiev, 111, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire tangenţială (din cauza nepăstrării distanţei laterale),Depăşire neregulamentară,0,0
6091, ,1/27/2018 14:00,"Tr. M2 Balti - Sarateni, km 3 +150m (Balti)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6092, ,1/27/2018 13:35,"str. Independentei 15, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Oprirea, staţionarea incorectă",0,0
6093, ,1/27/2018 14:30,"str. Alexandru cel Bun, 42, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6094, ,1/27/2018 16:00,"str. N. Testemiteanu, 1, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6095, ,1/23/2018 11:24,"str. Stefan cel Mare, 54A, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6096, ,1/23/2018 11:42,"str. Salom Aleihim, 75, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6097, ,1/23/2018 16:27,"str. Stefan cel Mare, 41, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6098, ,1/19/2018 11:44,"str. Stefan cel Mare 1D, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6099, ,1/19/2018 12:00,"str. Kiev, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6100, ,1/19/2018 9:30,"str. Stefan cel Mare 195, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6101, ,1/19/2018 11:00,"str. Independentei 106, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6102, ,1/19/2018 17:30,"str. Stefan cel Mare 2, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6103, ,1/3/2018 17:00,"str. Calea Iesilor 156, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6104, ,1/7/2018 22:00,"str. Decebal 68, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6105, ,1/7/2018 12:10,"str. Stefan cel Mare, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6106, ,1/12/2018 8:27,"Tr. M2 Balti-Sarateni, km 1+160m (Balti)", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Conducere imprudentă,0,0
6107, ,1/11/2018 12:40,"str. Ştefan cel Mare, 34, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire laterală,Neacordarea priorităţii altor autovehicule,0,0
6108, ,1/11/2018 10:30,"str. Aerodromului, 18, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6109, ,1/11/2018 12:00,"Tr. M2 Balti-Sarateni, km 6+140m (Balti) ", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6110, ,1/3/2018 19:00,"str. Colesov 10, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6111, ,1/31/2018 23:30,"str. St. Aleiheim, 77, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Nerespectarea distanţei dintre vehicule,0,0
6112, ,1/19/2018 20:34,"str. A. Lapusneanu, 2, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6113, ,1/4/2018 16:50,"str. Decebal 172, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire tangenţială (din cauza nepăstrării distanţei laterale),"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6114, ,1/31/2018 21:30,"Intersectia str. Decebal - Victoriei, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Stare de oboseală avansată, adormire la volan",0,0
6115, ,1/22/2018 11:15,"str. Decebal, 101, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,"Ciocnire „faţă în spate”, inclusiv cu automobile oprite în virtutea situaţiei rutiere",Conducere imprudentă,0,0
6116, ,1/14/2018 23:30,"str. Calea Iesilor 54, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,Conducere imprudentă,0,0
6117, ,1/27/2018 2:15,"str. Hotin, 17, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6118, ,1/31/2018 14:00,"str. Mircea cel Batrin 3, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Ciocnire cu vehicul staţionat,"Neasigurarea la schimbarea benzii sau direcţiei de mers, viraj incorect",0,0
6119, ,1/30/2018 6:30,"str. Dovator, 86, mun. Balti", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,1
6120, ,1/12/2018 12:00,"Drumul National M 5 km 23+130 metri, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121, ,1/28/2018 20:30,"s. Grimancauti, r. Briceni", ,0,0,0,0,0,0,0, , , ,,,0,,,,2018,1,0,0,,,,Tamponare cu obstacol din afara carosabilului,"Viteză neadecvată vizibilităţii, condiţiilor, situaţiei rutiere",0,0
